video,num_fish,species_id,timeframe,sex,timeframe,adipose_clip,timeframe,floy_tag,timeframe,injury,timeframe,id_person,confidence_level,note
10-07-2019 23-13-44 C Left Bank Underwater ,1,coho,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,1,sex - fast fish
10-07-2019 22-46-40 C Left Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,1,sex - fast fish
10-07-2019 23-08-14 C Left Bank Underwater,1,coho,0:00:02,female,0:00:03,no,0:00:04,NA,NA,no,0:00:01,BNA,3,
10-07-2019 22-46-16 C Left Bank Underwater,1,coho,0:00:03,female,0:00:03,no,0:00:04,NA,NA,no,0:00:01,BNA,3,
2019-10-08 14-13-36 C Left Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
2019-10-08 14-06-30 C Left Bank Underwater,1,coho,0:00:01,female,0:00:02,no,0:00:02,NA,NA,no,0:00:01,BNA,3,
2019-10-08 14-30-12 C Left Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:03,NA,NA,no,0:00:03,BNA,3,
2019-10-08 14-32-37 C Left Bank Underwater,1,rainbow,0:00:01,NA,NA,no,0:00:01,NA,NA,yes,0:00:01,BNA,3,Torn dorsal fin
2019-10-08 15-20-26 C Left Bank Underwater,1,coho,0:00:01,jack,0:00:01,yes,0:00:01,NA,NA,no,0:00:01,BNA,2,jack? adipose fin misclip
2019-10-17 00-32-02 M Left Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,
2019-10-17 00-33-27 M Left Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,fast fish
2019-10-17 00-34-38 M Left Bank Underwater,3,coho,0:00:01,male,0:00:01,no,0:00:03,NA,NA,no,0:00:03,BNA,3,1/3 coho in video
2019-10-17 00-34-38 M Left Bank Underwater,3,coho,0:00:01,male,0:00:52,no,0:00:01,NA,NA,no,0:00:01,BNA,3,"Pushes first fish out of the frame (around 0:04 mark). Coho 2/3 holds just ahead of the field of view, doesnt drop back fully into the frame for approx. 50 sec"
2019-10-17 00-34-38 M Left Bank Underwater,3,coho,0:00:01,male,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,3/3 coho in video (around 2:03 mark). Very fast fish
2019-10-17 00-37-43 M Left Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,1,"Very fast fish swims only partially through the field of view. Hard to get a good look at the head profile, but think its a male if slowed down frame by frame"
2019-10-17 00-38-00 M Left Bank Underwater,1,coho,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,2,sex? very fast fish
2019-10-17 00-38-36 M Left Bank Underwater,1,coho,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,fast fish
2019-10-17 00-39-59 M Left Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,fast fish
2019-10-17 00-40-43 M Left Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,fast fish
2019-10-17 00-40-59 M Left Bank Underwater,1,sockeye,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
2019-10-17 00-41-52 M Left Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,2,sex? fast fish
2019-10-17 00-41-56 M Left Bank Underwater ,1,coho,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,fast fish
2019-10-17 00-42-19 M Left Bank Underwater,1,coho,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
2019-10-17 00-42-45 M Left Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,very clear ID. Fish slowly swims through frame
2019-10-17 00-44-17 M Left Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,2,sex? fast fish
2019-10-17 00-44-25 M Left Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,very clear ID. Fish slowly swims through frame
2019-10-17 00-45-25 M Left Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:02,NA,NA,no,0:00:03,BNA,3,very clear ID. Fish slowly swims through frame
2019-10-17 00-45-53 M Left Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,fast fish
2019-10-17 00-47-06 M Left Bank Underwater,3,coho,0:00:01,male,0:00:02,no,0:00:02,NA,NA,no,0:00:04,BNA,3,First fish in video. 
2019-10-17 00-47-06 M Left Bank Underwater,3,coho,0:00:01,male,0:00:05,no,0:00:02,NA,NA,no,0:00:02,BNA,3,Second fish in video. Pushes first fish out of the frame at 0:07
2019-10-17 00-47-06 M Left Bank Underwater,3,coho,0:00:01,male,0:00:01,no,0:00:04,NA,NA,no,0:00:06,BNA,3,Third fish in video. Appears at 00:40 as fish #2 drops back. Fish #2 passes camera again at 00:50
2019-10-17 00-48-27 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,fast fish
2019-10-17 00-48-54 M Left Bank Underwater ,1,coho,0:00:01,female,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,2,sex?  
2019-10-17 00-48-57 M Left Bank Underwater ,1,coho,0:00:02,male,0:00:03,no,0:00:03,NA,NA,no,0:00:08,BNA,3,
2019-10-17 00-50-17 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,fast fish
2019-10-17 00-54-39 M Left Bank Underwater ,1,coho,0:00:04,male,0:00:03,no,0:00:12,NA,NA,no,0:00:13,BNA,3,"fish enters the frame, drops back, then re-enters the frame"
2019-10-17 00-56-09 M Left Bank Underwater ,1,coho,0:00:02,male,0:00:02,no,0:00:02,NA,NA,no,0:00:02,BNA,3,
2019-10-17 00-57-07 M Left Bank Underwater ,3,coho,0:00:02,female,0:00:02,no,0:00:04,NA,NA,no,0:00:05,BNA,2,First fish in video. female or jack?
2019-10-17 00-57-07 M Left Bank Underwater ,3,coho,0:00:01,male,0:00:01,NA,NA,NA,NA,NA,NA,BNA,2,"Second fish in video, passes behind fish #1 at 00:03. Clear view obscured by fish in front"
2019-10-17 00-57-07 M Left Bank Underwater ,3,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,"Third fish in video, enters at 00:05."
2019-10-17 00-57-15 M Left Bank Underwater ,2,coho,0:00:01,male,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,2,First fish in video. jack?
2019-10-17 00-57-15 M Left Bank Underwater ,2,steelhead,0:00:01,male,0:00:06,no,0:00:01,NA,NA,yes,0:00:01,BNA,2,Second fish in video. Enters frame at 00:02. sex? Torn dorsal fin.
2019-10-17 00-58-09 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,yes,0:00:01,BNA,2,"sex? very fast fish. White patches on head, tail, caudal peduncle"
2019-10-17 00-58-38 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:02,no,0:00:09,NA,NA,no,0:00:10,BNA,3,very clear ID
2019-10-17 00-59-16 M Left Bank Underwater ,1,coho,0:00:02,male,0:00:02,no,0:00:05,NA,NA,no,0:00:05,BNA,3,"late stage spawner, very clear ID"
2019-10-17 01-00-25 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,very clear ID
2019-10-17 01-01-55 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,fast fish
2019-10-17 01-06-01 M Left Bank Underwater ,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BNA,1,very fast fish. bull trout?
2019-10-17 01-06-29 M Left Bank Underwater ,1,coho,0:00:01,female,0:00:03,no,0:00:04,NA,NA,yes,0:00:02,BNA,3,white patch on right cheek
2019-10-17 01-09-44 M Left Bank Underwater ,1,sockeye,0:00:01,female,0:00:01,no,0:00:02,NA,NA,yes,0:00:02,BNA,3,torn dorsal fin
2019-10-17 01-11-52 M Left Bank Underwater ,1,sockeye,0:00:01,female,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,
2019-10-17 01-20-16 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,yes,0:00:01,NA,NA,no,0:00:01,BNA,3,
2019-10-17 01-20-22 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:05,no,0:00:02,NA,NA,no,0:00:02,BNA,3,
2019-10-17 01-21-22 M Left Bank Underwater ,1,whitefish,0:00:01,NA,NA,NA,NA,NA,NA,NA,NA,BNA,1,very fast fish. 
2019-10-17 01-26-00 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
2019-10-17 01-28-17 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,2,jack or small female? fast fish
2019-10-17 01-29-40 M Left Bank Underwater ,1,coho,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,2,sex? fast fish
2019-10-17 01-30-41 M Left Bank Underwater ,1,coho,0:00:01,female,0:00:01,yes,0:00:01,NA,NA,no,0:00:01,BNA,2,sex? fast fish
2019-10-17 01-32-39 M Left Bank Underwater ,1,whitefish,0:00:01,NA,NA,no,0:00:01,NA,NA,no,0:00:01,BNA,2,fast fish
2019-10-17 01-35-31 M Left Bank Underwater ,1,steelhead,0:00:01,female,0:00:02,no,0:00:02,NA,NA,no,0:00:02,BNA,3,
2019-10-17 01-37-25 M Left Bank Underwater ,1,coho,0:00:01,jack,0:00:02,no,0:00:02,NA,NA,no,0:00:02,BNA,3,jack
2019-10-17 01-37-37 M Left Bank Underwater ,2,coho,0:00:01,male,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,fish pushes jack out of the frame
2019-10-17 01-38-34 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:02,BNA,2,sex? fast fish
2019-10-17 01-40-31 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
2019-10-17 01-47-08 M Left Bank Underwater ,1,coho,0:00:01,female,0:00:01,no,0:00:01,NA,NA,yes,0:00:01,BNA,2,sex? fast fish. Torn tail fin
2019-10-17 01-52-07 M Left Bank Underwater ,1,coho,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
2019-10-17 01-52-56 M Left Bank Underwater ,1,whitefish,0:00:01,NA,NA,no,0:00:01,NA,NA,no,0:00:01,BNA,2,fast fish
2019-10-17 02-11-01 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
2019-10-17 02-22-05 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:02,no,0:00:04,NA,NA,no,0:00:05,BNA,3,
2019-10-17 02-26-31 M Left Bank Underwater ,1,coho,0:00:01,male,00:00:01,no,0:00:03,NA,NA,no,0:00:03,BNA,3,fish stays in the frame for >3 min
2019-10-17 02-30-09 M Left Bank Underwater ,2,coho,0:00:01,male,0:00:03,no,0:00:04,NA,NA,no,0:00:04,BNA,3,Fish in foreground is from previous file. Data corresponds to fish swimming in the background
2019-10-17 03-22-04 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,2,sex? very fast fish
2019-10-17 03-25-48 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:02,NA,NA,no,0:00:03,BNA,3,
2019-10-17 03-25-54 M Left Bank Underwater ,2,coho,0:00:01,male,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,First fish in frame is from the previous file. Data corresponds to fish entering the frame at 00:03.
2019-10-17 03-26-12 M Left Bank Underwater ,2,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,First fish in frame is from the previous file. Data corresponds to fish entering the frame at 00:01 and exiting the frme at 00:03.
2019-10-17 03-28-48 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,2,sex? Fish is only partially visible in the frame
2019-10-17 03-29-40 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,yes,0:00:01,NA,NA,no,0:00:01,BNA,2,sex? very fast fish. jack or small female?
2019-10-17 03-29-59 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
2019-10-17 03-30-23 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
2019-10-17 03-30-43 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:06,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
2019-10-17 03-36-15 M Left Bank Underwater ,1,coho,0:00:01,female,0:00:06,no,0:00:01,NA,NA,no,0:00:01,BNA,2,sex? fast fish
2019-10-17 03-43-15 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,2,sex? very fast fish
2019-10-17 03-46-16 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:02,NA,NA,no,0:00:01,BNA,3,
2019-10-17 03-48-55 M Left Bank Underwater ,1,coho,0:00:01,jack,0:00:02,no,0:00:05,NA,NA,no,0:00:07,BNA,2,jack?  
2019-10-17 05-37-30 M Left Bank Underwater ,1,bull,0:00:02,NA,NA,no,0:00:01,NA,NA,no,0:00:02,BNA,3,
2019-10-17 05-38-42 M Left Bank Underwater ,1,coho,0:00:01,female,0:00:01,yes,0:00:01,NA,NA,no,0:00:01,BNA,2,sex? very fast fish
2019-10-17 05-39-12 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,2,sex? very fast fish
2019-10-17 05-39-39 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,yes,0:00:01,NA,NA,no,0:00:01,BNA,1,jack? very fast fish
2019-10-17 05-47-55 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,yes,0:00:01,NA,NA,no,0:00:01,BNA,3,
2019-10-17 05-48-02 M Left Bank Underwater ,1,coho,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,2,sex? very fast fish
2019-10-17 05-56-48 M Left Bank Underwater ,1,sockeye,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
2019-10-17 05-59-12 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
2019-10-17 06-00-17 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
2019-10-17 06-08-16 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,"Fish enters frame from left, then drops back out to the left"
2019-10-17 07-35-19 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:15,yes,0:00:02,NA,NA,no,0:00:02,BNA,3,
2019-10-17 07-35-43 M Left Bank Underwater  ,1,coho,0:00:01,male,0:00:01,yes,0:00:01,NA,NA,no,0:00:01,BNA,3,
2019-10-17 18-51-25 M Left Bank Underwater  ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,yes,0:00:01,BNA,3,Scratches on back half of fish
2019-10-17 19-08-39 M Left Bank Underwater  ,1,coho,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,fast fish
2019-10-17 19-11-49 M Left Bank Underwater  ,1,coho,0:00:01,female,0:00:01,yes,0:00:01,NA,NA,no,0:00:01,BNA,3,fast fish
2019-10-17 19-15-34 M Left Bank Underwater  ,1,coho,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,2,sex? fast fish
2019-10-17 19-17-09 M Left Bank Underwater  ,1,coho,0:00:01,female,0:00:04,no,0:00:03,NA,NA,no,0:00:04,BNA,3,
2019-10-17 19-17-36 M Left Bank Underwater  ,2,coho,0:00:01,female,0:00:05,no,0:00:02,NA,NA,no,0:00:04,BNA,3,First fish in video is from the previous file. Data corresponds to the second fish that appears.
2019-10-17 19-20-10 M Left Bank Underwater  ,1,coho,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,2,sex? fast fish
2019-10-17 19-21-34 M Left Bank Underwater  ,1,coho,0:00:01,male,0:00:01,no,0:00:02,NA,NA,yes,0:00:02,BNA,3,Bite taken out of the upper lobe of the caudal fin
2019-10-17 19-22-03 M Left Bank Underwater  ,1,coho,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,2,sex? fast fish
2019-10-17 19-22-33 M Left Bank Underwater  ,1,coho,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,fast fish
2019-10-17 19-25-14 M Left Bank Underwater  ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,fast fish
2019-10-17 19-25-59 M Left Bank Underwater  ,1,coho,0:00:01,female,0:00:04,yes,0:00:02,NA,NA,yes,0:00:07,BNA,3,adipose misclip. anal fin is a bit frayed
2019-10-17 19-26-44 M Left Bank Underwater  ,1,coho,0:00:01,female,0:00:01,no,0:00:02,NA,NA,no,0:00:01,BNA,2,sex? fast fish
2019-10-17 19-27-27 M Left Bank Underwater  ,1,coho,0:00:01,female,0:00:05,yes,0:00:04,NA,NA,no,0:00:01,BNA,3,
2019-10-17 19-28-52 M Left Bank Underwater  ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,smaller male
2019-10-17 19-29-10 M Left Bank Underwater ,2,coho,0:00:09,female,0:00:09,no,0:00:04,NA,NA,no,0:00:10,BNA,3,First fish in video is from the previous file. Data corresponds to the second fish that appears.
2019-10-17 19-29-28 M Left Bank Underwater ,1,coho,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,fast fish
2019-10-17 19-30-30 M Left Bank Underwater ,1,coho,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,2,sex? fast fish
2019-10-17 19-30-35 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:06,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
2019-10-17 19-31-28 M Left Bank Underwater ,1,coho,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,2,sex? fast fish
2019-10-17 19-31-39 M Left Bank Underwater ,1,coho,0:00:01,female,0:00:02,no,0:00:03,NA,NA,no,0:00:04,BNA,3,
2019-10-17 19-32-31 M Left Bank Underwater ,1,coho,0:00:01,female,0:00:09,no,0:00:02,NA,NA,no,0:00:09,BNA,3,
2019-10-17 19-37-31 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:02,NA,NA,yes,0:00:07,BNA,3,open wound on lower lobe of caudal fin. Fish drops back out of the frame to the left
2019-10-17 19-38-33 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
2019-10-17 19-39-18 M Left Bank Underwater ,1,coho ,0:00:01,jack,0:00:01,yes,0:00:05,NA,NA,no,0:00:01,BNA,2,"sex? very small coho so I'm leaning towards a jack, but there are no defining characteristics in the head profile to suggest one or the other"
2019-10-17 19-39-42 M Left Bank Underwater ,1,coho,0:00:01,female,0:00:11,no,0:00:03,NA,NA,no,0:00:04,BNA,3,
2019-10-17 19-40-52 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:03,no,0:00:02,NA,NA,no,0:00:03,BNA,2,sex?
2019-10-17 19-41-39 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,
2019-10-17 19-42-23 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,2,sex? fast fish
2019-10-17 19-44-05 M Left Bank Underwater ,1,coho,0:00:01,female,0:00:04,no,0:00:02,NA,NA,no,0:00:03,BNA,3,
2019-10-17 19-44-44 M Left Bank Underwater ,1,coho,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,fast fish
2019-10-17 19-47-15 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,fast fish
2019-10-17 19-47-40 M Left Bank Underwater ,1,coho,0:00:01,female,0:00:04,no,0:00:02,NA,NA,no,0:00:01,BNA,3,
2019-10-17 19-47-49 M Left Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,
2019-10-17 19-49-30 M Left Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,fast fish
10-18-2019 00-09-21 M Left Bank Underwater,1,sockeye,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,fast fish
10-18-2019 00-22-18 M Left Bank Underwater,1,coho,0:00:01,female,0:00:04,no,0:00:01,NA,NA,no,0:00:04,BNA,3,
10-18-2019 00-24-14 M Left Bank Underwater,1,coho,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,fast fish
10-18-2019 00-28-48 M Left Bank Underwater,1,coho,0:00:01,female,0:00:03,no,0:00:02,NA,NA,no,0:00:03,BNA,3,
10-18-2019 00-29-03 M Left Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:07,NA,NA,no,0:00:01,BNA,3,
10-18-2019 00-32-13 M Left Bank Underwater,1,coho,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,fast fish
10-18-2019 00-33-42 M Left Bank Underwater,1,coho,0:00:04,female,0:00:05,no,0:00:02,NA,NA,yes,0:00:04,BNA,3,dorsal fin damage
10-18-2019 00-34-31 M Left Bank Underwater,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,fast fish
10-18-2019 00-37-48 M Left Bank Underwater,1,coho,0:00:03,jack,0:00:03,yes,0:00:02,NA,NA,no,0:00:03,BNA,3,
10-18-2019 00-37-51 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:02,NA,NA,no,0:00:02,BNA,3,
10-18-2019 00-42-50 M Left Bank Underwater ,1,coho,0:00:02,jack,0:00:10,no,0:00:10,NA,NA,no,0:00:11,BNA,2,jack or small female?
10-18-2019 00-47-06 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,3,fast fish
10-18-2019 00-47-48 M Left Bank Underwater ,1,coho,0:00:01,female,0:00:01,no,0:00:01,NA,NA,yes,0:00:01,BNA,2,sex? fast fish. Potential white patches on top and bottom edges of caudal fin
10-18-2019 00-47-53 M Left Bank Underwater ,1,coho,0:00:03,female,0:00:04,no,0:00:01,NA,NA,yes,0:00:03,BNA,3,Missing scales above pelvic fin
10-18-2019 00-50-02 M Left Bank Underwater ,1,coho,0:00:01,female,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,2,sex? fast fish
10-18-2019 01-02-51 M Left Bank Underwater ,1,coho,0:00:05,female,0:00:05,no,0:00:01,NA,NA,no,0:00:05,BNA,3,
10-18-2019 01-03-56 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:03,NA,NA,no,0:00:03,BNA,3,long clip (~9 min)
10-18-2019 01-14-30 M Left Bank Underwater ,3,coho,0:00:01,male,0:00:02,no,0:00:05,NA,NA,no,0:00:10,BNA,3,"First fish in video is from the previous file. Data corresponds to the second fish in the video. Third fish passes behind at the 00:09 mark, but there is never a clear enough view to get a positive ID."
10-18-2019 01-20-33 M Left Bank Underwater ,1,coho,0:00:01,female,0:00:02,no,0:00:03,NA,NA,no,0:00:03,BNA,3,
10-18-2019 01-20-48 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:02,no,0:00:03,NA,NA,no,0:00:04,BNA,3,
10-18-2019 01-21-33 M Left Bank Underwater ,1,coho,0:00:01,female,0:00:05,no,0:00:02,NA,NA,no,0:00:03,BNA,2,small hooked nose but girth and body colour suggest female
10-18-2019 01-22-55 M Left Bank Underwater ,1,coho,0:00:05,female,0:00:04,NA,NA,NA,NA,NA,NA,BNA,3,Back half of fish is never visible. Fish drops back out of the frame.
10-18-2019 01-24-47 M Left Bank Underwater ,1,coho,0:00:01,male,0:00:01,no,0:00:01,NA,NA,no,0:00:01,BNA,2,sex? fast fish
10-18-2019 01-26-52 M Left Bank Underwater ,1,coho,0:00:02,female,0:00:05,no,0:00:02,NA,NA,yes,0:00:03,BNA,2,sex? small hooked nose but girth and body colour suggest female. damage near adipose fin
